DAPORIN 30 MG FILM KAPLI TABLET (6 TABLET),WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,73.63
DAPORIN 60 MG FILM KAPLI TABLET (1 TABLET),WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,17.21
DAPORIN 60 MG FILM KAPLI TABLET (3 TABLET),WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,55.89
DAPORIN 60 MG FILM KAPLI TABLET (6 TABLET),WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,96.13
DARZALEX 100 MG/5 ML INFUZYONLUK COZELTI HAZIRLAMAK ICIN KONSANTRE,JOHNSON AND JOHNSON SIHHİ MAL. SAN. VE TİC. LTD. ŞTİ.,361.0
DARZALEX 1800 MG SC ENJEKSIYONLUK COZELTI,JOHNSON AND JOHNSON SIHHİ MAL. SAN. VE TİC. LTD. ŞTİ.,4693.0
DARZALEX 400 MG/20 ML INFUZYONLUK COZELTI HAZIRLAMAK ICIN KONSANTRE,JOHNSON AND JOHNSON SIHHİ MAL. SAN. VE TİC. LTD. ŞTİ.,1444.0
"DARZOX SR 1,5 MG UZATILMIS SALIMLI TABLET",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,26.21
DASIKAM 100 MG FILM KAPLI TABLET (30 TABLET),TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,1009.47
DASIKAM 20 MG FILM KAPLI TABLET (60 TABLET),TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,617.96
DASIKAM 50 MG FILM KAPLI TABLET (60 TABLET),TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,1235.61
DASIKAM 70 MG FILM KAPLI TABLET (60 TABLET),TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,1235.61
DEBRIDAT 100 MG TABLET (40 TABLET),PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,3.82
DEBRIDAT 24 MG/5 ML ORAL SUSPANSIYON HAZIRLAMAK ICIN GRANUL 250 ML,PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,2.84
DEBRIDAT FORT 200 MG TABLET (20),PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,2.94
DEBRIDAT FORT 200 MG TABLET (40),PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,5.89
DEFECEO 500 MG DAGILABILIR TABLET (28 TABLET),DR. SERTUS İLAÇ SAN. VE TİC. LTD. ŞTİ.,544.32
DEFEJACT 250 MG DAGILABILIR TABLET (28 TABLET),WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,272.16
DEFEJACT 500 MG DAGILABILIR TABLET (28 TABLET),WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,544.32
DEFRONI 500 MG SUDA DAGILABILEN 30 TABLET,TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,326.84
"DELIX 2,5 MG CENTIKLI TABLET (28 TABLET)",SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,1.81
DELIX 5 MG 28 TABLET,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,3.1
DELIX FORTE 10 MG/10 MG SERT KAPSUL (28 KAPSUL),SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,5.37
DELIX FORTE 5 MG/10 MG SERT KAPSUL (28 KAPSUL),SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,5.13
"DELIX PLUS 10 MG/12,5 MG 28 TABLET",SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,5.94
DELIX PLUS 10 MG/25 MG 28 TABLET,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,5.94
"DELIX PLUS 2,5 MG / 12,5 MG TABLET (28)",SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,3.88
DELIX PLUS 5 MG 28 TABLET,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,6.3
DELIX PROTECT 10 MG 28 TABLET,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,5.94
DELSTRIGO 100 MG/300 MG/300 MG FILM KAPLI TABLET (30 TABLET),MERCK SHARP DOHME İLAÇLARI LTD. ŞTİ.,386.4
DELTACORTRIL 5 MG 20 TABLET,PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,1.73
DELTYBA 50 MG 40 FILM TABLET,ABDİ İBRAHİM OTSUKA İLAÇ SAN. VE TİC. A.Ş,1812.0
DEMAX 10 MG 100 FILM TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,40.75
DEMAX 10 MG 30 FILM TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,13.56
DEMAX 10 MG 50 FILM TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,22.61
DEMAX 20 MG 28 FILM TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,22.82
DEMAX EASYTAB 10 MG 100 AGIZDA DAGILAN TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,167.87
DEMAX EASYTAB 10 MG 30 AGIZDA DAGILAN TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,25.29
DEMAX EASYTAB 10 MG 50 AGIZDA DAGILAN TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,42.15
DEMAX TEDAVI BASLANGIC PAKETI 28 TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,18.83
DENTINOX 3.4 MG/G + 3.2 MG/G + 150 MG/G JEL (20 g),ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,9.09
DEPAKIN 200 MG 40 ML ORAL SOLUSYON,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,2.91
DEPAKIN 400MG/4ML IV ENJ. COZ. ICIN LIYOFILIZE TOZ ICEREN 4 FLAKON+4 COZUCU AMPUL,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,17.92
DEPAKIN CHRONO BT 500 MG UZUN ETKILI 30 FILM TABLET,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,5.8
DEPAKIN SURUP 150 ML,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,5.79
DEPALEX XR 300 MG UZUN ETKILI 30 FILM TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,3.46
DEPALEX XR 500 MG UZUN ETKILI 30 FILM TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,5.8
DEPARTON 20 MG FILM KAPLI TABLET (60 ADET),ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,386.86
DEPO-MEDROL 40 MG/ML ENJ. SUS. ICEREN 1 FLAKON,PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,1.89
DEPO-PROVERA 150 MG/ML STERIL AKOZ SUSPANSIYON,PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,3.66
DEPREKS 20 MG 24 KAPSUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,4.98
"DERMATOP 2,5 MG 30 GR KREM",SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,6.96
"DERMATOP 2,5 MG 30 GR MERHEM",SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,3.46
DERMATOP 20 ML TOPIKAL SOLUSYON,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,4.39
DERMO TROSYD %28 5 ML SOLUSYON,PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,2.34
DERMO-TROSYD % 1 20 GR DERI KREMI,PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,5.78
"DERMOVATE % 0,05 50 GR KREM",GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,3.46
"DERMOVATE % 0,05 50 GR MERHEM",GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,3.46
DERMOVATE SAC LOSYONU 25 ML,GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,3.23
DESCASE 5/10 MG 30 FILM KAPLI TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,8.03
DESFERAL 500 MG 10 FLAKON,NOVARTİS SAĞLIK GIDA VE TARIM ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,20.41
DESOLETT 150 MCG/30 MCG TABLET,ORGANON TURKEY İLAÇLARI LİMİTED ŞİRKETİ,6.88
DETRUSITOL 1 MG 56 TABLET,VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,54.2
DETRUSITOL 2 MG FILM KAPLI TABLET (56 TABLET),VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,38.9
DETRUSITOL SR 4 MG 28 UZUN ETKILI KAPSUL,VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,54.2
"DEXAWORLD % 0.1 GOZ VE KULAK DAMLASI, COZELTI (1 SISE)",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,3.55
"DEXTROME % 1,25 JEL (60 G/TUP)",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,4.58
DEXTROME 25 MG FILM KAPLI TABLET (20 ADET),WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,2.56
"DEXTROME 50 MG/2 ML IM/IV
ENJEKSIYONLUK COZELTI (6 AMPUL)",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,3.58
DIABEST 1000 MG FILM TABLET (100 FILM TABLET),ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,6.93
DIAFURYL 100 MG 12 KAPSUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,0.9
DIAFURYL 200 MG/5 ML SUSPANSIYON 60 ML,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,3.48
DIAFURYL FORT 200 MG 16 KAPSUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,2.4
DIAMICRON MR 30 MG 30 TABLET,SERVIER ILAÇ VE ARAŞTIRMA A.S.,4.91
DIAMICRON MR 30 MG 60 TABLET,SERVIER ILAÇ VE ARAŞTIRMA A.S.,3.58
DIAMICRON MR 60 MG 30 TABLET,SERVIER ILAÇ VE ARAŞTIRMA A.S.,2.34
DIAMICRON MR 60 MG 60 TABLET,SERVIER ILAÇ VE ARAŞTIRMA A.S.,7.16
DIAMOND 125 MG 56 FILM TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,616.28
"DIAMOND 62,5 MG 56 FILM TABLET",ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,616.28
DIANE-35 21 DRAJE,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,3.38
DIAZOMID 250 MG 10 TABLET,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,0.86
DICLASIL 5 MG FILM TABLET (14 FILM TABLET),DR. SERTUS İLAÇ SAN. VE TİC. LTD. ŞTİ.,48.41
DICLASIL 5 MG FILM TABLET (28 FILM TABLET),DR. SERTUS İLAÇ SAN. VE TİC. LTD. ŞTİ.,90.82
DICLASIL 5 MG FILM TABLET (56 FILM TABLET),DR. SERTUS İLAÇ SAN. VE TİC. LTD. ŞTİ.,107.47
DICLOMEC %1.16 JEL 50 GRAM,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,2.84
DICLOMEC 75 MG / 3 ML IM ENJEKSIYONLUK COZELTI ICEREN 10 AMPUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,4.27
DICLOMEC 75 MG / 3 ML IM ENJEKSIYONLUK COZELTI ICEREN 4 AMPUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,1.0
DICLOMEC FORT %2.32 JEL (50 G),ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,5.68
DICLOMEC SR 100 MG 10 TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,3.1
DICLOMEC SR 75 MG 10 TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,2.21
DICLOPONAC 50 MG KAPLI TABLET (20 TABLET),TRIPHARMA İLAÇ SANAYİ VE TİCARET A.Ş,3.16
DILTIAREC %2 KREM (30 GR),WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,5.31
"DINOPA 6,65 MG/ML NAZAL SPREY, COZELTI (15 ML)",WORLD MEDICINE İLAÇLARI LTD. ŞTİ.,5.25
DIOVAN 160 MG 28 FILM KAPLI TABLET,NOVARTİS SAĞLIK GIDA VE TARIM ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,6.76
DIOVAN 320 MG 28 FILM KAPLI TABLET,NOVARTİS SAĞLIK GIDA VE TARIM ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8.34
DIOVAN 80 MG 28 FILM KAPLI TABLET,NOVARTİS SAĞLIK GIDA VE TARIM ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,4.81
DIPROSPAN 5 MG+2MG/ 1 ML ENJEKSIYONLUK SUSPANSIYON (1 AMPUL),ORGANON TURKEY İLAÇLARI LİMİTED ŞİRKETİ,3.59
DIVINA 21 TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,3.17
DOGMATIL 200 MG 24 TABLET,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,12.49
"DOLINE %10 SPREY, COZELTI",TRIPHARMA İLAÇ SANAYİ VE TİCARET A.Ş,3.43
DOLINE 50 MG JEL,TRIPHARMA İLAÇ SANAYİ VE TİCARET A.Ş,5.42
DOLINE- IM 1000 MG 1 AMPUL,TRIPHARMA İLAÇ SANAYİ VE TİCARET A.Ş,1.63
DOLOREX %1 JEL (50 G),ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,2.84
DOLOREX 50 MG KAPLI TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,3.16
DOLOSPAS FILM TABLET (30 TABLET),TRIPHARMA İLAÇ SANAYİ VE TİCARET A.Ş,5.57
DOLTE %0.5 GOZ DAMLASI SUSPANSIYONU,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,10.93
DOLVEN 100 MG/5 ML PEDIYATRIK 100 ML SURUP,OPELLA HEALTHCARE TÜKETİCİ SAĞLIĞI ANONİM ŞİRKETİ,4.57
DONAXYL 10 MG 6 VAJINAL TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,6.17
DONEPTIN 10 MG/10 MG 28 FILM KAPLI TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,21.39
DONEPTIN 10 MG/20 MG 28 FILM KAPLI TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,30.76
DONEPTIN 5 MG/10 MG 28 FILM KAPLI TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,14.11
DONEPTIN 5 MG/20 MG 28 FILM KAPLI TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,26.64
DONEPTIN 5 MG/5 MG 10 FILM KAPLI TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,4.79
DOPALEVO 100/25/200 MG 100 FILM TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,37.51
"DOPALEVO 125/31,25/200 MG 100 FILM KAPLI TABLET",ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,38.04
"DOPALEVO 150/37,5/200 MG 100 FILM KAPLI TABLET",ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,38.56
"DOPALEVO 175/43,75/200 MG 100 FILM TABLET",ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,39.1
DOPALEVO 200/50/200 MG 100 FILM TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,39.67
"DOPALEVO 50/12,5/200 MG 100 FILM TABLET",ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,35.93
"DOPALEVO 75/18,75/200 MG 100 FILM TABLET",ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,36.71
DOPROKIN 10 MG TABLET (21 TABLET),WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,6.56
DORAMYCIN 3000000 IU 10 FILM KAPLI TABLET,WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,4.92
DORAMYCIN 3000000 IU FILM TABLET (14 FILM TABLET),WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,10.18
"DORZAMED %2 GOZ DAMLASI, COZELTI (5 ML, 1 SISE)",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,16.11
DORZASOPT GOZ DAMLASI 5 ML,WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,6.84
"DOSTINEX 0,5 MG 2 TABLET",PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,2.65
"DOSTINEX 0,5 MG TABLET (8 BOLUNEBILIR TABLET)
",PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,10.58
DOTAREM 0.5 MMOL/ML ENJEKSIYONLUK COZELTI ICEREN FLAKON 10 ML 1 FLAKON,GUERBET İLAÇ TIBBİ MALZEME VE CİHAZLAR SAN. VE TİC. A.Ş.,21.83
DOTAREM 0.5 MMOL/ML ENJEKSIYONLUK COZELTI ICEREN FLAKON 15 ML 1 FLAKON,GUERBET İLAÇ TIBBİ MALZEME VE CİHAZLAR SAN. VE TİC. A.Ş.,32.33
DOTAREM 0.5 MMOL/ML ENJEKSIYONLUK COZELTI ICEREN FLAKON 20 ML 1 FLAKON,GUERBET İLAÇ TIBBİ MALZEME VE CİHAZLAR SAN. VE TİC. A.Ş.,41.56
DOXIUM 1000 MG FILM TABLET (60 TABLET),ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,25.84
DOXIUM 500 MG 60 KAPSUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,15.0
DOZYL 10 MG FILM KAPLI TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,20.21
DOZYL 5 MG FILM KAPLI 14 TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,7.57
DOZYL 5 MG FILM KAPLI 28 TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,15.15
DOZYL EASY 10 MG AGIZDA DAGILAN 28 TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,22.87
DOZYL EASY 5 MG AGIZDA DAGILAN 28 TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,11.43
"DRYEX %0,15 GOZ DAMLASI (10 ML)",ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,10.96
DUACT 30 KAPSUL,GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,23.2
"DULCOLAX 2,5 MG 50 YUMUSAK JELATIN KAPSUL",OPELLA HEALTHCARE TÜKETİCİ SAĞLIĞI ANONİM ŞİRKETİ,11.4
DUOCID 250 MG/ 5 ML ORAL SUSPANSIYON ICIN KURU TOZ (100 ML),PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,33.36
"DUOCID 250MG/5ML ORAL SUSPANSIYON ICIN KURU TOZ-40 ML
",PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,3.17
"DUOCID 250MG/5ML ORAL SUSPANSIYON ICIN KURU TOZ-70 ML
",PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,4.59
DUOCID 375 MG FILM KAPLI TABLET(10 TABLET),PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,3.29
DUOCID 375 MG FILM KAPLI TABLET(20 TABLET),PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,8.21
"DUOTRAV OFTALMIK SOLUSYON 2,5 ML",NOVARTİS SAĞLIK GIDA VE TARIM ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,11.12
DUPIXENT 150 MG/ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR (2 ADET IGNE KORUMASI OLAN),SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,1047.22
"DUPONS 0,5 MG VE 1 MG FILM KAPLI TABLET (11 ADET 0,5 MG FILM KAPLI TABLET+ 98 ADET 1 MG FILM KAPLI TABLET)",ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,201.5
"DUPONS 0,5 MG VE 1 MG FİLM KAPLI TABLET (11 ADET 0.5 MG FILM KAPLI TABLET + 42 ADET 1 MG FILM KAPLI TABLET)",ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,98.75
DUPONS 1 MG FILM KAPLI TABLET (56 TABLET),ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,98.75
DUROGESIC 100 MCG/SAAT 5 TRANSDERMAL FLASTER,JOHNSON AND JOHNSON SIHHİ MAL. SAN. VE TİC. LTD. ŞTİ.,21.34
DUROGESIC 12 MCG/SAAT 5 TRANSDERMAL FLASTER,JOHNSON AND JOHNSON SIHHİ MAL. SAN. VE TİC. LTD. ŞTİ.,3.46
DUROGESIC 25 MCG/SAAT 5 TRANSDERMAL FLASTER,JOHNSON AND JOHNSON SIHHİ MAL. SAN. VE TİC. LTD. ŞTİ.,8.71
DUROGESIC 50 MCG/SAAT 5 TRANSDERMAL FLASTER,JOHNSON AND JOHNSON SIHHİ MAL. SAN. VE TİC. LTD. ŞTİ.,12.85
DUROGESIC 75 MCG/SAAT 5 TRANSDERMAL FLASTER,JOHNSON AND JOHNSON SIHHİ MAL. SAN. VE TİC. LTD. ŞTİ.,18.89
DUSKONAL 200 MG RETARD 30 KAPSUL,WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,47.76
DYLOXIA 30 MG 28 KAPSUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,7.66
DYLOXIA 60 MG 28 KAPSUL,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,9.93
"DYMISTA 137 MCG + 50 MCG BURUN SPREYI, SUSPANSIYON (23 G)",VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,9.99
DYNABAC 10 ENTERIK KAPLI TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,12.54
EBIXA 10 MG 100 TABLET,LUNDBECK İLAÇ TİC. LTD. ŞTİ.,40.75
EBIXA 10 MG 50 FILM TABLET,LUNDBECK İLAÇ TİC. LTD. ŞTİ.,22.61
EBIXA 20 MG 28 FILM TABLET,LUNDBECK İLAÇ TİC. LTD. ŞTİ.,22.82
EBIXA 20 MG 84 FILM TABLET,LUNDBECK İLAÇ TİC. LTD. ŞTİ.,139.1
ECOPIRIN 100 MG 30 ENTERIK TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,0.92
ECOPIRIN 150 MG 30 ENTERIK KAPLI TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,1.38
ECOPIRIN 300 MG 30 ENTERIK KAPLI TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,1.38
ECOPIRIN PRO 81 MG 30 ENTERIK KAPLI TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,0.74
"ECTOPIX %0,1 KREM (30 GR)",TRIPHARMA İLAÇ SANAYİ VE TİCARET A.Ş,3.35
"ECTOPIX %0,1 MERHEM (30 G )",TRIPHARMA İLAÇ SANAYİ VE TİCARET A.Ş,3.35
"ECTOPIX M %0,1 LOSYON",TRIPHARMA İLAÇ SANAYİ VE TİCARET A.Ş,5.57
"ECTOPIX S %0,1 COZELTI (20ML)",TRIPHARMA İLAÇ SANAYİ VE TİCARET A.Ş,5.42
EDRONAX 4 MG 60 TABLET,PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,16.02
EDURANT 25 MG 30 FILM KAPLI TABLET,JOHNSON AND JOHNSON SIHHİ MAL. SAN. VE TİC. LTD. ŞTİ.,177.24
EFERMAG 365 MG 30 EFERVESAN TABLET,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,7.73
EFEXOR XR 150 MG 28 KAPSUL,VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,8.13
"EFEXOR XR 37,5 MG 14 MIKROPELLET KAPSUL",VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,5.22
EFEXOR XR 75 MG 28 KAPSUL,VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,4.05
EFFENTORA 100 MCG BUKKAL TABLET (28 TABLET),TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,22.56
EFFENTORA 200 MCG BUKKAL TABLET (28 TABLET),TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,45.14
EFFENTORA 400 MCG BUKKAL TABLET (28 TABLET),TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,44.35
EFFENTORA 800 MCG BUKKAL TABLET (28 TABLET),TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,78.82
EFUDIX %5 KREM 20 G,VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,19.0
ELELYSO 200 U INFUZYONLUK COZELTI ICIN LIYOFILIZE TOZ,PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,677.01
ELEVIT PRONATAL 30 FILM KAPLI TABLET,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,5.85
ELEVIT PRONATAL 60 FILM KAPLI TABLET,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,15.48
ELIDEL KREM 30 GR,VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,19.28
"ELIQUIS 2,5 MG FILM KAPLI TABLET (56 TABLET)",PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,45.3
ELIQUIS 5 MG FILM KAPLI TABLET (56 TABLET),PFİZER PFE İLAÇLARI ANONİM ŞİRKETİ,59.39
ELLA 30 MG FILM KAPLI TABLET (1 TABLET),ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,19.78
"ELOCON % 0,1 KREM (30 GRAM)",ORGANON TURKEY İLAÇLARI LİMİTED ŞİRKETİ,10.25
"ELOCON % 0,1 LOSYON (30 ML)",ORGANON TURKEY İLAÇLARI LİMİTED ŞİRKETİ,10.25
"ELOCON % 0,1 MERHEM (30 GRAM)",ORGANON TURKEY İLAÇLARI LİMİTED ŞİRKETİ,1.6
ELOCTA 1000 IU IV ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU ,PROCEUTİCA İLAÇ PAZARLAMA VE DANIŞMANLIK A.Ş.,570.9
ELOCTA 1500 IU IV ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU ,PROCEUTİCA İLAÇ PAZARLAMA VE DANIŞMANLIK A.Ş.,856.35
ELOCTA 2000 IU IV ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU ,PROCEUTİCA İLAÇ PAZARLAMA VE DANIŞMANLIK A.Ş.,1141.8
